1715,chi,1.0	
1715,nu,2.4353233830845773	
1716,chi,1.6666666666666667	
1716,nu,2.2517985611510793	
1717,chi,2.0	
1717,nu,3.312925170068027	
1718,chi,1.5	
1718,nu,2.5130718954248366	
1719,chi,1.0	
1719,nu,2.657258064516129	
1720,chi,1.1818181818181819	
1720,nu,2.9655172413793105	
1721,chi,1.2	
1721,nu,2.630252100840336	
1722,chi,1.0	
1722,nu,2.866822429906542	
1723,chi,2.0	
1723,nu,2.6469072164948453	
1724,chi,1.368421052631579	
1724,nu,2.925581395348837	
1725,chi,1.0	
1725,nu,2.9699115044247786	
1726,chi,1.2857142857142858	
1726,haw,1.0	
1726,nu,3.0	
1727,chi,1.1333333333333333	
1727,haw,1.0	
1727,nu,3.1885714285714286	
1728,chi,1.3333333333333333	
1728,nu,3.5891341256366722	
1729,chi,1.2352941176470589	
1729,nu,3.3216911764705883	
1730,chi,1.1818181818181819	
1730,nu,3.050228310502283	
1731,chi,1.0	
1731,nu,3.508137432188065	
1732,chi,1.5	
1732,nu,3.1555555555555554	
1733,chi,2.0	
1733,nu,2.6560693641618496	
1734,chi,1.1428571428571428	
1734,haw,1.0	
1734,nu,3.0063694267515926	
1735,chi,1.5	
1735,nu,2.9798657718120807	
1736,chi,1.5	
1736,nu,3.116455696202532	
1737,chi,1.1111111111111112	
1737,nu,3.2909930715935336	
1738,chi,1.0	
1738,nu,3.5009416195856873	
1739,chi,2.0	
1739,nu,4.0808678500986195	
1740,chi,1.0	
1740,nu,2.868300153139357	
1741,chi,1.1818181818181819	
1741,nu,3.1578947368421053	
1742,chi,1.0	
1742,nu,3.421338155515371	
1743,chi,1.0	
1743,nu,3.5904139433551197	
1744,chi,1.2857142857142858	
1744,haw,2.0	
1744,nu,3.8268041237113404	
1745,chi,1.0	
1745,nu,3.870967741935484	
1746,chi,1.0	
1746,haw,1.0	
1746,nu,3.1069651741293534	
1747,chi,1.0	
1747,nu,3.690031152647975	
1748,chi,1.0	
1748,nu,3.4898550724637682	
1749,chi,2.1666666666666665	
1749,nu,4.112	
1750,chi,1.0	
1750,haw,1.0	
1750,nu,3.8654104979811574	
1751,chi,1.125	
1751,nu,4.217391304347826	
1752,chi,2.6666666666666665	
1752,nu,4.1531791907514455	
1753,chi,1.3333333333333333	
1753,haw,2.0	
1753,nu,4.25	
1754,chi,2.6666666666666665	
1754,nu,5.156785243741766	
1755,chi,1.0	
1755,haw,1.3333333333333333	
1755,nu,5.123684210526315	
1756,chi,1.3333333333333333	
1756,nu,3.6183673469387756	
1757,chi,1.4444444444444444	
1757,nu,4.163851351351352	
1758,chi,1.105263157894737	
1758,nu,4.142857142857143	
1759,chi,1.25	
1759,haw,1.0	
1759,nu,4.6715741789354475	
1760,chi,1.0	
1760,haw,2.5	
1760,nu,5.203791469194313	
1761,chi,1.1666666666666667	
1761,nu,4.611920529801324	
1762,chi,1.2666666666666666	
1762,nu,4.530418250950571	
1763,chi,1.4814814814814814	
1763,nu,4.906077348066298	
1764,chi,1.0869565217391304	
1764,haw,1.0	
1764,nu,5.179916317991632	
1765,chi,1.9166666666666667	
1765,nu,5.066848567530696	
1766,chi,1.92	
1766,nu,5.446411012782694	
1767,chi,1.5833333333333333	
1767,haw,1.0	
1767,nu,5.411407766990291	
1768,chi,1.5	
1768,nu,6.677450980392157	
1769,chi,1.4	
1769,haw,1.0	
1769,nu,5.178285714285714	
1770,chi,1.4	
1770,nu,5.268973214285714	
1771,chi,1.1904761904761905	
